transaction_id,payer_id,amount,payment_type,region,timestamp,flagged_manual
TXN00001468,PAY001498,329.07,refund,Ontario,2024-04-15 22:52:24,False
TXN00001469,PAY000274,457.13,refund,Ontario,2024-04-16 01:19:04,False
TXN00001470,PAY001022,1675.57,benefit,Atlantic,2024-04-16 01:40:31,False
TXN00001471,PAY000075,683.41,refund,BC,2024-04-16 05:33:26,False
TXN00001472,PAY000214,2173.98,benefit,Ontario,2024-04-16 06:25:23,False
TXN00001473,PAY000065,1132.59,credit,Territories,2024-04-16 07:23:02,False
TXN00001474,PAY001181,889.56,benefit,Ontario,2024-04-16 08:03:09,False
TXN00001475,PAY001408,1654.52,benefit,Quebec,2024-04-16 10:49:13,False
TXN00001476,PAY000636,2289.61,benefit,BC,2024-04-16 11:20:29,False
TXN00001477,PAY001240,2291.03,benefit,Ontario,2024-04-16 11:23:41,False
TXN00001478,PAY000493,1330.38,credit,Quebec,2024-04-16 12:56:57,False
TXN00001479,PAY001373,777.38,benefit,BC,2024-04-16 13:45:58,False
TXN00001480,PAY000394,908.2,credit,Ontario,2024-04-16 15:47:03,False
TXN00001481,PAY001547,3192.99,benefit,Alberta,2024-04-16 18:11:47,False
TXN00001482,PAY001440,1712.99,benefit,Quebec,2024-04-16 19:03:00,False
TXN00001483,PAY000161,2534.17,credit,Ontario,2024-04-16 19:32:18,False
TXN00001484,PAY000085,1205.74,credit,Quebec,2024-04-16 20:47:11,False
TXN00001485,PAY001647,2213.99,benefit,Quebec,2024-04-16 21:03:32,False
TXN00001486,PAY000540,1871.68,benefit,Alberta,2024-04-16 21:09:13,False
TXN00001487,PAY001454,1087.0,benefit,Ontario,2024-04-17 00:03:30,False
TXN00001488,PAY000336,1063.54,refund,Ontario,2024-04-17 00:55:23,False
TXN00001489,PAY000546,257.41,benefit,Atlantic,2024-04-17 00:58:25,False
TXN00001490,PAY000543,2242.61,benefit,Quebec,2024-04-17 02:44:19,False
TXN00001491,PAY001306,1985.78,credit,Prairies,2024-04-17 03:22:00,False
TXN00001492,PAY001716,1498.92,benefit,Alberta,2024-04-17 04:59:52,False
TXN00001493,PAY001700,1820.3,benefit,Ontario,2024-04-17 09:21:56,False
TXN00001494,PAY001545,2108.31,credit,Alberta,2024-04-17 10:57:05,False
TXN00001495,PAY000612,1009.63,refund,Alberta,2024-04-17 13:28:53,False
TXN00001496,PAY000903,1523.51,benefit,Ontario,2024-04-17 15:06:07,False
TXN00001497,PAY001266,1015.18,credit,Ontario,2024-04-17 15:45:12,False
TXN00001498,PAY001419,1177.3,refund,Prairies,2024-04-17 20:17:32,False
TXN00001499,PAY001491,2194.62,benefit,Ontario,2024-04-17 20:32:08,False
TXN00001500,PAY001381,2072.53,benefit,Quebec,2024-04-17 20:59:08,False
TXN00001501,PAY001990,1215.27,credit,Ontario,2024-04-17 21:05:26,False
TXN00001502,PAY001405,2076.09,benefit,Quebec,2024-04-17 22:17:06,False
TXN00001503,PAY000591,1289.6,refund,BC,2024-04-17 23:28:20,False
TXN00001504,PAY000547,2110.4,credit,Quebec,2024-04-18 00:00:22,False
TXN00001505,PAY000352,2561.71,benefit,Quebec,2024-04-18 05:28:47,False
TXN00001506,PAY001021,1477.23,credit,Alberta,2024-04-18 09:32:42,False
TXN00001507,PAY001542,3111.83,benefit,Alberta,2024-04-18 11:26:32,False
TXN00001508,PAY000356,3555.28,benefit,Ontario,2024-04-18 11:45:38,False
TXN00001509,PAY001380,923.58,benefit,Ontario,2024-04-18 14:07:18,False
TXN00001510,PAY001084,3121.06,benefit,Quebec,2024-04-18 14:14:23,False
TXN00001511,PAY000475,928.48,benefit,Ontario,2024-04-18 16:06:19,False
TXN00001512,PAY001170,936.15,benefit,Quebec,2024-04-18 17:38:56,False
TXN00001513,PAY001963,258.95,benefit,BC,2024-04-18 17:43:39,False
TXN00001514,PAY001363,928.71,credit,Ontario,2024-04-18 18:20:34,False
TXN00001515,PAY001602,1644.52,credit,Ontario,2024-04-18 22:15:59,False
TXN00001516,PAY000580,1760.0,benefit,Ontario,2024-04-18 22:29:13,False
TXN00001517,PAY001195,297.09,refund,Ontario,2024-04-19 00:51:48,False
TXN00001518,PAY000664,3199.05,benefit,Atlantic,2024-04-19 02:57:50,False
TXN00001519,PAY000316,879.71,refund,Ontario,2024-04-19 04:55:24,False
TXN00001520,PAY000050,1176.07,refund,Ontario,2024-04-19 09:36:11,False
TXN00001521,PAY000002,242.98,benefit,Ontario,2024-04-19 10:10:04,False
TXN00001522,PAY001277,1408.14,credit,Ontario,2024-04-19 10:33:36,False
TXN00001523,PAY000448,2894.4,benefit,Quebec,2024-04-19 11:35:16,False
TXN00001524,PAY000859,1952.29,benefit,Ontario,2024-04-19 12:09:17,False
TXN00001525,PAY000123,400.89,refund,BC,2024-04-19 13:36:22,False
TXN00001526,PAY000232,3157.75,benefit,BC,2024-04-19 13:54:52,False
TXN00001527,PAY000030,1272.5,credit,Ontario,2024-04-19 14:59:15,False
TXN00001528,PAY001500,3574.0,benefit,Quebec,2024-04-19 19:35:59,False
TXN00001529,PAY000349,784.63,refund,Quebec,2024-04-19 23:08:21,False
TXN00001530,PAY000550,1050.96,refund,BC,2024-04-20 01:38:21,False
TXN00001531,PAY001099,2205.78,benefit,Quebec,2024-04-20 08:55:58,False
TXN00001532,PAY001273,200.0,benefit,Alberta,2024-04-20 08:59:07,False
TXN00001533,PAY001661,1339.21,benefit,Prairies,2024-04-20 12:07:28,False
TXN00001534,PAY001007,971.31,credit,Atlantic,2024-04-20 12:42:22,False
TXN00001535,PAY000963,1248.4,refund,Atlantic,2024-04-20 13:44:22,False
TXN00001536,PAY001878,2104.27,benefit,Alberta,2024-04-20 17:31:21,False
TXN00001537,PAY001806,561.43,refund,Quebec,2024-04-20 17:52:11,False
TXN00001538,PAY000806,2867.76,benefit,Quebec,2024-04-20 23:02:42,False
TXN00001539,PAY001759,2261.37,benefit,Ontario,2024-04-21 03:42:00,False
TXN00001540,PAY001093,730.15,credit,Quebec,2024-04-21 05:25:00,False
TXN00001541,PAY001324,2409.99,benefit,Ontario,2024-04-21 07:14:21,False
TXN00001542,PAY001213,1712.54,benefit,Quebec,2024-04-21 08:10:20,False
TXN00001543,PAY000030,1539.78,credit,Prairies,2024-04-21 13:17:51,False
TXN00001544,PAY000201,856.75,credit,Quebec,2024-04-21 13:28:51,False
TXN00001545,PAY000263,2660.94,benefit,Alberta,2024-04-21 14:13:02,False
TXN00001546,PAY000166,2399.75,benefit,Prairies,2024-04-21 14:46:28,False
TXN00001547,PAY000818,2929.52,benefit,Quebec,2024-04-21 17:56:09,False
TXN00001548,PAY000259,864.35,refund,Territories,2024-04-21 18:31:55,False
TXN00001549,PAY000039,601.46,refund,Ontario,2024-04-21 20:13:11,False
TXN00001550,PAY001759,2060.08,benefit,Quebec,2024-04-21 21:52:07,False
TXN00001551,PAY000357,1888.6,benefit,Ontario,2024-04-21 23:27:10,False
TXN00001552,PAY000800,701.3,credit,Alberta,2024-04-22 02:44:32,False
TXN00001553,PAY000762,689.98,benefit,Ontario,2024-04-22 04:02:58,False
TXN00001554,PAY000034,2738.2,benefit,Ontario,2024-04-22 04:04:41,False
TXN00001555,PAY000286,1975.18,credit,Alberta,2024-04-22 06:23:18,False
TXN00001556,PAY001417,1516.1,credit,BC,2024-04-22 09:17:50,False
TXN00001557,PAY000763,1358.11,credit,Quebec,2024-04-22 11:07:49,False
TXN00001558,PAY001971,1689.62,benefit,Territories,2024-04-22 13:48:33,False
TXN00001559,PAY001684,1459.29,credit,Ontario,2024-04-22 14:01:33,False
TXN00001560,PAY000162,2742.17,benefit,Atlantic,2024-04-22 15:03:31,False
TXN00001561,PAY000675,2001.71,benefit,Quebec,2024-04-22 22:48:50,False
TXN00001562,PAY001618,426.67,refund,Ontario,2024-04-23 02:21:41,False
TXN00001563,PAY000530,2004.51,credit,Ontario,2024-04-23 04:12:18,False
TXN00001564,PAY001527,2684.46,credit,Prairies,2024-04-23 05:39:47,False
TXN00001565,PAY000761,2275.98,benefit,Prairies,2024-04-23 10:27:52,False
TXN00001566,PAY001197,2161.32,credit,Ontario,2024-04-23 14:15:31,False
TXN00001567,PAY001359,4528.28,benefit,Ontario,2024-04-23 16:23:42,False
TXN00001568,PAY001863,1494.37,credit,BC,2024-04-23 17:04:40,False
TXN00001569,PAY001125,1507.03,credit,Territories,2024-04-23 18:12:38,False
TXN00001570,PAY000303,1593.58,refund,Ontario,2024-04-23 21:41:01,False
TXN00001571,PAY001807,236.15,benefit,Quebec,2024-04-23 23:09:13,False
TXN00001572,PAY000314,817.72,benefit,Ontario,2024-04-24 03:58:32,False
TXN00001573,PAY001757,1485.27,credit,Alberta,2024-04-24 04:48:10,False
TXN00001574,PAY001085,2524.16,benefit,Quebec,2024-04-24 05:12:17,False
TXN00001575,PAY000068,868.95,refund,Ontario,2024-04-24 08:29:36,False
TXN00001576,PAY001843,2733.95,credit,Prairies,2024-04-24 09:07:51,False
TXN00001577,PAY001073,2947.38,benefit,Prairies,2024-04-24 09:10:26,False
TXN00001578,PAY001277,1041.32,benefit,Ontario,2024-04-24 09:54:36,False
TXN00001579,PAY000916,200.0,benefit,Ontario,2024-04-24 16:49:29,False
TXN00001580,PAY000592,1178.67,benefit,Ontario,2024-04-24 16:50:30,False
TXN00001581,PAY000169,945.06,credit,Prairies,2024-04-24 20:14:24,False
TXN00001582,PAY000129,3878.64,benefit,Quebec,2024-04-24 20:27:23,False
TXN00001583,PAY001779,2972.83,benefit,BC,2024-04-24 20:38:23,False
TXN00001584,PAY001202,2560.35,benefit,Quebec,2024-04-24 21:47:20,False
TXN00001585,PAY001530,1356.7,benefit,Territories,2024-04-25 00:38:25,False
TXN00001586,PAY001068,1312.07,benefit,Alberta,2024-04-25 04:25:15,False
TXN00001587,PAY001400,1460.79,credit,Ontario,2024-04-25 05:35:30,False
TXN00001588,PAY001319,1064.04,credit,Alberta,2024-04-25 13:47:23,False
TXN00001589,PAY000871,2337.14,credit,BC,2024-04-25 14:48:20,False
TXN00001590,PAY001177,1070.64,credit,Quebec,2024-04-25 17:03:32,False
TXN00001591,PAY000823,2256.04,benefit,Prairies,2024-04-25 17:06:37,False
TXN00001592,PAY000762,1011.38,credit,Ontario,2024-04-25 17:15:59,False
TXN00001593,PAY001015,2511.92,credit,BC,2024-04-25 23:02:26,False
TXN00001594,PAY000373,1152.0,refund,Ontario,2024-04-26 02:30:20,False
TXN00001595,PAY000541,3526.62,benefit,Quebec,2024-04-26 03:23:25,False
TXN00001596,PAY001877,358.89,refund,BC,2024-04-26 07:28:45,False
TXN00001597,PAY001496,660.05,refund,Ontario,2024-04-26 09:53:13,False
TXN00001598,PAY001699,1713.28,refund,Ontario,2024-04-26 11:22:11,False
TXN00001599,PAY001959,989.46,credit,Alberta,2024-04-26 12:41:07,False
TXN00001600,PAY001062,420.17,refund,BC,2024-04-26 13:24:23,False
TXN00001601,PAY001707,1156.57,refund,Prairies,2024-04-26 15:12:22,False
TXN00001602,PAY001953,100.0,credit,Territories,2024-04-26 15:58:25,False
TXN00001603,PAY001844,1302.61,refund,Quebec,2024-04-26 15:58:43,False
TXN00001604,PAY001644,3370.59,benefit,BC,2024-04-26 17:09:09,False
TXN00001605,PAY001806,1805.91,benefit,Ontario,2024-04-26 18:42:04,False
TXN00001606,PAY001610,790.67,credit,Atlantic,2024-04-26 20:59:54,False
TXN00001607,PAY001429,1734.83,benefit,Ontario,2024-04-26 22:30:00,False
TXN00001608,PAY000047,1169.2,refund,Ontario,2024-04-26 23:18:00,False
TXN00001609,PAY000667,1016.61,refund,Quebec,2024-04-27 00:18:05,False
TXN00001610,PAY000490,345.29,refund,Ontario,2024-04-27 00:24:06,False
TXN00001611,PAY001272,1692.37,benefit,Quebec,2024-04-27 03:09:33,False
TXN00001612,PAY000374,1805.72,benefit,Alberta,2024-04-27 04:23:33,False
TXN00001613,PAY001971,1120.38,benefit,Ontario,2024-04-27 04:32:19,False
TXN00001614,PAY001391,2449.22,benefit,Ontario,2024-04-27 06:27:31,False
TXN00001615,PAY000913,1154.42,credit,Ontario,2024-04-27 08:01:31,False
TXN00001616,PAY000109,1287.52,credit,Ontario,2024-04-27 12:03:27,False
TXN00001617,PAY000814,1272.22,credit,Ontario,2024-04-27 18:12:58,False
TXN00001618,PAY001169,925.26,credit,Quebec,2024-04-27 19:41:00,False
TXN00001619,PAY001682,1738.24,credit,Territories,2024-04-27 22:11:36,False
TXN00001620,PAY001220,2511.19,benefit,Alberta,2024-04-27 22:40:29,False
TXN00001621,PAY001449,785.02,refund,Alberta,2024-04-28 00:20:13,False
TXN00001622,PAY000250,1838.55,benefit,Ontario,2024-04-28 00:22:25,False
TXN00001623,PAY001714,2328.66,benefit,Ontario,2024-04-28 01:11:22,False
TXN00001624,PAY001319,1475.37,benefit,Quebec,2024-04-28 01:11:48,False
TXN00001625,PAY001306,1127.69,credit,Prairies,2024-04-28 01:19:10,False
TXN00001626,PAY000806,1354.91,credit,Ontario,2024-04-28 04:14:17,False
TXN00001627,PAY001889,737.12,refund,Atlantic,2024-04-28 10:14:36,False
TXN00001628,PAY000796,1666.42,credit,Ontario,2024-04-28 11:50:46,False
TXN00001629,PAY000594,261.76,credit,Ontario,2024-04-28 14:42:39,False
TXN00001630,PAY001527,3117.05,benefit,Ontario,2024-04-28 15:52:00,False
TXN00001631,PAY001702,2508.86,benefit,Alberta,2024-04-28 16:25:03,False
TXN00001632,PAY001876,2262.14,benefit,Quebec,2024-04-28 17:45:26,False
TXN00001633,PAY001965,200.0,benefit,Atlantic,2024-04-28 18:58:47,False
TXN00001634,PAY000494,628.53,credit,Ontario,2024-04-28 19:13:17,False
TXN00001635,PAY001216,1680.68,credit,BC,2024-04-28 19:47:31,False
TXN00001636,PAY000949,1740.57,benefit,Atlantic,2024-04-28 22:05:25,False
TXN00001637,PAY000852,3384.04,benefit,Ontario,2024-04-29 03:07:25,False
TXN00001638,PAY000690,1429.97,credit,BC,2024-04-29 04:34:35,False
TXN00001639,PAY001648,572.73,credit,Ontario,2024-04-29 06:05:55,False
TXN00001640,PAY001988,821.76,refund,Quebec,2024-04-29 07:54:14,False
TXN00001641,PAY001745,50.0,refund,BC,2024-04-29 09:28:25,False
TXN00001642,PAY001095,1289.03,benefit,Quebec,2024-04-29 09:29:23,False
TXN00001643,PAY001402,1442.28,benefit,Alberta,2024-04-29 09:49:15,False
TXN00001644,PAY000753,1929.98,benefit,BC,2024-04-29 12:21:41,False
TXN00001645,PAY000219,2816.32,credit,Ontario,2024-04-29 14:15:01,False
TXN00001646,PAY001929,891.89,credit,Quebec,2024-04-29 20:07:54,False
TXN00001647,PAY000644,3910.56,benefit,Ontario,2024-04-30 00:13:50,False
TXN00001648,PAY001608,1990.81,benefit,Quebec,2024-04-30 09:40:35,False
TXN00001649,PAY001841,897.16,benefit,Ontario,2024-04-30 11:42:30,False
TXN00001650,PAY001712,1462.65,refund,Quebec,2024-04-30 12:40:01,False
TXN00001651,PAY000871,2244.74,benefit,BC,2024-04-30 12:59:27,False
TXN00001652,PAY001112,553.97,refund,Ontario,2024-04-30 16:19:17,False
TXN00001653,PAY000312,4132.7,benefit,Ontario,2024-04-30 17:27:20,False
TXN00001654,PAY000170,1761.6,refund,Quebec,2024-04-30 19:46:39,False
TXN00001655,PAY001178,673.85,refund,Ontario,2024-04-30 20:28:09,False
TXN00001656,PAY000482,4595.36,benefit,Quebec,2024-04-30 23:01:35,False
TXN00001657,PAY001457,2102.66,credit,Prairies,2024-04-30 23:41:36,False
TXN00001658,PAY000666,1378.27,credit,BC,2024-05-01 00:07:46,False
TXN00001659,PAY000448,2562.08,benefit,Ontario,2024-05-01 11:01:23,False
TXN00001660,PAY001547,1151.76,refund,Territories,2024-05-01 11:38:24,False
TXN00001661,PAY001759,1074.49,credit,Ontario,2024-05-01 15:12:12,False
TXN00001662,PAY000521,2006.81,benefit,BC,2024-05-01 15:26:37,False
TXN00001663,PAY001361,1063.64,credit,Quebec,2024-05-01 15:51:21,False
TXN00001664,PAY000359,2135.02,benefit,Quebec,2024-05-01 15:51:33,False
TXN00001665,PAY000840,2526.35,benefit,Ontario,2024-05-01 20:06:51,False
TXN00001666,PAY001087,3324.54,benefit,Alberta,2024-05-01 21:53:28,False
TXN00001667,PAY001050,1281.76,refund,Ontario,2024-05-01 22:17:31,False
TXN00001668,PAY001595,768.02,credit,Quebec,2024-05-01 23:27:58,False
TXN00001669,PAY000015,1098.83,credit,Quebec,2024-05-02 00:43:39,False
TXN00001670,PAY000209,3413.16,benefit,Atlantic,2024-05-02 01:48:36,False
TXN00001671,PAY001231,911.3,benefit,Ontario,2024-05-02 02:47:57,False
TXN00001672,PAY001044,1818.04,credit,Ontario,2024-05-02 02:49:23,False
TXN00001673,PAY000645,1018.24,credit,BC,2024-05-02 03:47:25,False
TXN00001674,PAY001533,2971.77,benefit,Quebec,2024-05-02 06:53:22,False
TXN00001675,PAY001379,3223.46,benefit,Ontario,2024-05-02 07:02:43,False
TXN00001676,PAY000688,798.79,credit,Ontario,2024-05-02 09:00:16,False
TXN00001677,PAY002000,934.08,refund,Quebec,2024-05-02 10:04:10,False
TXN00001678,PAY000381,910.34,credit,BC,2024-05-02 11:54:32,False
TXN00001679,PAY001877,991.31,credit,Quebec,2024-05-02 12:30:40,False
TXN00001680,PAY001091,1885.93,benefit,Prairies,2024-05-02 13:42:21,False
TXN00001681,PAY001880,1819.2,credit,Ontario,2024-05-02 14:59:13,False
TXN00001682,PAY000274,1122.96,refund,Ontario,2024-05-02 16:14:16,False
TXN00001683,PAY000189,2531.66,benefit,Ontario,2024-05-02 18:35:28,False
TXN00001684,PAY000822,1301.01,refund,Ontario,2024-05-02 19:11:23,False
TXN00001685,PAY001762,665.98,credit,Ontario,2024-05-02 23:11:18,False
TXN00001686,PAY000191,1301.15,benefit,Quebec,2024-05-03 02:24:19,False
TXN00001687,PAY001144,1497.28,benefit,Ontario,2024-05-03 02:53:47,False
TXN00001688,PAY000050,1748.86,credit,Alberta,2024-05-03 06:03:28,False
TXN00001689,PAY000439,705.26,credit,Alberta,2024-05-03 07:16:08,False
TXN00001690,PAY000184,2763.19,benefit,Ontario,2024-05-03 08:10:05,False
TXN00001691,PAY001737,2194.27,benefit,Ontario,2024-05-03 08:20:44,False
TXN00001692,PAY000986,1357.66,benefit,Ontario,2024-05-03 11:47:34,False
TXN00001693,PAY000508,2993.69,benefit,Atlantic,2024-05-03 12:59:36,False
TXN00001694,PAY001479,1924.27,benefit,Ontario,2024-05-03 14:02:19,False
TXN00001695,PAY001879,2138.22,benefit,Quebec,2024-05-03 14:23:00,False
TXN00001696,PAY001072,2011.73,credit,Ontario,2024-05-03 17:33:12,False
TXN00001697,PAY000348,1556.15,benefit,Ontario,2024-05-03 19:37:42,False
TXN00001698,PAY000345,1834.12,benefit,Quebec,2024-05-03 20:20:24,False
TXN00001699,PAY000268,535.82,benefit,Atlantic,2024-05-03 20:54:37,False
TXN00001700,PAY000134,1405.45,credit,Ontario,2024-05-04 04:31:19,False
TXN00001701,PAY000995,1834.06,credit,BC,2024-05-04 05:31:56,False
TXN00001702,PAY001034,2072.76,credit,Atlantic,2024-05-04 06:27:10,False
TXN00001703,PAY001082,555.47,refund,Quebec,2024-05-04 06:57:26,False
TXN00001704,PAY001436,2397.61,benefit,BC,2024-05-04 10:58:57,False
TXN00001705,PAY000014,656.34,refund,Territories,2024-05-04 11:55:03,False
TXN00001706,PAY000249,2049.23,benefit,BC,2024-05-04 16:08:12,False
TXN00001707,PAY001257,1041.72,benefit,Ontario,2024-05-04 17:45:07,False
TXN00001708,PAY001518,100.0,credit,Atlantic,2024-05-04 17:53:33,False
TXN00001709,PAY000704,1354.25,benefit,Ontario,2024-05-04 18:43:42,False
TXN00001710,PAY000359,905.71,benefit,Ontario,2024-05-04 19:34:10,False
TXN00001711,PAY001455,1813.69,benefit,Ontario,2024-05-04 19:47:18,False
TXN00001712,PAY001507,726.2,refund,Alberta,2024-05-04 21:28:22,False
TXN00001713,PAY000639,2830.4,benefit,Ontario,2024-05-04 21:57:50,False
TXN00001714,PAY001131,100.0,credit,Alberta,2024-05-05 01:04:47,False
TXN00001715,PAY000013,2695.93,benefit,Alberta,2024-05-05 01:21:40,False
TXN00001716,PAY000509,1033.93,credit,Alberta,2024-05-05 01:22:58,False
TXN00001717,PAY000372,847.18,credit,Ontario,2024-05-05 01:31:34,False
TXN00001718,PAY001601,200.0,benefit,Ontario,2024-05-05 02:57:36,False
TXN00001719,PAY000713,2948.24,benefit,Prairies,2024-05-05 06:32:20,False
TXN00001720,PAY000491,2923.34,benefit,Quebec,2024-05-05 10:30:47,False
TXN00001721,PAY001830,1364.43,benefit,Quebec,2024-05-05 10:49:52,False
TXN00001722,PAY001769,1727.28,credit,Quebec,2024-05-05 15:32:49,False
TXN00001723,PAY001536,867.54,refund,BC,2024-05-05 15:52:21,False
TXN00001724,PAY001931,1501.39,credit,Quebec,2024-05-05 17:29:44,False
TXN00001725,PAY001447,576.63,refund,Ontario,2024-05-05 22:10:45,False
TXN00001726,PAY001720,2631.62,credit,Ontario,2024-05-06 00:00:03,False
TXN00001727,PAY001190,598.99,refund,Quebec,2024-05-06 02:19:30,False
TXN00001728,PAY001552,3023.43,credit,Quebec,2024-05-06 03:29:07,False
TXN00001729,PAY001879,926.64,benefit,Ontario,2024-05-06 10:17:16,False
TXN00001730,PAY001544,3117.33,benefit,Alberta,2024-05-06 10:26:50,False
TXN00001731,PAY001696,776.86,refund,Ontario,2024-05-06 14:07:55,False
TXN00001732,PAY000948,965.71,refund,Quebec,2024-05-06 14:34:40,False
TXN00001733,PAY000140,1215.46,benefit,Atlantic,2024-05-06 15:36:21,False
TXN00001734,PAY001171,507.31,refund,Ontario,2024-05-06 17:09:24,False
TXN00001735,PAY001670,1456.02,credit,Alberta,2024-05-06 17:20:46,False
TXN00001736,PAY000116,409.36,refund,Quebec,2024-05-06 20:38:34,False
TXN00001737,PAY001876,371.55,credit,Atlantic,2024-05-06 22:27:14,False
TXN00001738,PAY000776,900.14,benefit,Quebec,2024-05-07 00:17:39,False
TXN00001739,PAY001307,556.9,refund,Prairies,2024-05-07 10:55:36,False
TXN00001740,PAY001054,1990.16,benefit,BC,2024-05-07 14:06:30,False
TXN00001741,PAY001823,1567.63,benefit,Ontario,2024-05-07 17:31:19,False
TXN00001742,PAY000612,1334.75,benefit,Alberta,2024-05-08 07:42:52,False
TXN00001743,PAY001191,1445.13,benefit,Ontario,2024-05-08 08:02:54,False
TXN00001744,PAY001163,1236.52,refund,Ontario,2024-05-08 11:56:25,False
TXN00001745,PAY001683,3245.33,benefit,Ontario,2024-05-08 12:11:35,False
TXN00001746,PAY000976,2241.78,benefit,Ontario,2024-05-08 14:17:33,False
TXN00001747,PAY000379,4459.57,benefit,Quebec,2024-05-08 16:06:59,False
TXN00001748,PAY001437,2279.48,benefit,Quebec,2024-05-08 16:16:34,False
TXN00001749,PAY000876,912.49,credit,Ontario,2024-05-08 16:47:27,False
TXN00001750,PAY001724,3116.48,benefit,Quebec,2024-05-09 00:02:30,False
TXN00001751,PAY000066,1517.42,credit,Alberta,2024-05-09 00:28:22,False
TXN00001752,PAY000476,1593.27,credit,Quebec,2024-05-09 01:49:01,False
TXN00001753,PAY000569,1633.67,refund,Quebec,2024-05-09 06:18:06,False
TXN00001754,PAY001604,2220.37,credit,Ontario,2024-05-09 11:47:06,False
TXN00001755,PAY000323,2543.17,benefit,Prairies,2024-05-09 12:55:37,False
TXN00001756,PAY000357,711.99,credit,Alberta,2024-05-09 16:44:32,False
TXN00001757,PAY001437,2623.42,benefit,Ontario,2024-05-09 22:16:42,False
TXN00001758,PAY001813,1250.13,refund,BC,2024-05-09 22:35:04,False
TXN00001759,PAY000657,1075.59,credit,Prairies,2024-05-09 23:55:10,False
TXN00001760,PAY000944,449.5,benefit,Territories,2024-05-10 00:17:30,False
TXN00001761,PAY000762,996.44,benefit,Quebec,2024-05-10 00:26:38,False
TXN00001762,PAY000463,1371.46,credit,Alberta,2024-05-10 01:29:21,False
TXN00001763,PAY000433,1371.07,benefit,Atlantic,2024-05-10 01:36:30,False
TXN00001764,PAY001741,490.58,refund,Territories,2024-05-10 05:21:40,False
TXN00001765,PAY001485,2017.67,benefit,BC,2024-05-10 06:05:45,False
TXN00001766,PAY001945,1967.25,benefit,Alberta,2024-05-10 11:55:46,False
TXN00001767,PAY000141,1124.29,refund,Alberta,2024-05-10 14:45:31,False
TXN00001768,PAY000194,864.36,refund,BC,2024-05-10 15:09:01,False
TXN00001769,PAY000892,614.46,refund,Ontario,2024-05-10 15:55:56,False
TXN00001770,PAY001780,1231.24,credit,Quebec,2024-05-10 20:46:28,False
TXN00001771,PAY001604,771.9,credit,Ontario,2024-05-11 00:52:11,False
TXN00001772,PAY000824,864.74,benefit,Ontario,2024-05-11 01:36:39,False
TXN00001773,PAY001850,1078.89,credit,Ontario,2024-05-11 03:32:51,False
TXN00001774,PAY001359,893.08,refund,Quebec,2024-05-11 04:15:31,False
TXN00001775,PAY000593,1936.13,benefit,Alberta,2024-05-11 04:35:38,False
TXN00001776,PAY000782,1142.83,refund,BC,2024-05-11 06:33:44,False
TXN00001777,PAY001585,2373.6,benefit,Ontario,2024-05-11 06:45:43,False
TXN00001778,PAY001131,1367.6,refund,Ontario,2024-05-11 07:12:39,False
TXN00001779,PAY001276,1348.63,refund,Ontario,2024-05-11 07:23:30,False
TXN00001780,PAY000535,2384.96,credit,Quebec,2024-05-11 08:42:28,False
TXN00001781,PAY001301,611.74,refund,BC,2024-05-11 11:49:58,False
TXN00001782,PAY001056,844.83,refund,Quebec,2024-05-11 13:22:26,False
TXN00001783,PAY000005,1052.19,refund,Alberta,2024-05-11 17:56:55,False
TXN00001784,PAY000707,1713.64,credit,Quebec,2024-05-11 21:14:50,False
TXN00001785,PAY001191,1647.52,benefit,Ontario,2024-05-11 21:15:05,False
TXN00001786,PAY000276,647.42,refund,Quebec,2024-05-11 22:23:34,False
TXN00001787,PAY001052,824.42,refund,Quebec,2024-05-11 23:15:39,False
TXN00001788,PAY001847,2217.89,credit,Ontario,2024-05-12 01:28:06,False
TXN00001789,PAY000406,1193.58,credit,BC,2024-05-12 03:41:49,False
TXN00001790,PAY001514,593.32,credit,Alberta,2024-05-12 04:43:31,False
TXN00001791,PAY000531,2703.74,benefit,Ontario,2024-05-12 06:47:55,False
TXN00001792,PAY001942,1365.77,credit,Ontario,2024-05-12 08:46:50,False
TXN00001793,PAY001105,1065.11,benefit,Ontario,2024-05-12 11:57:55,False
TXN00001794,PAY001635,1011.68,refund,Ontario,2024-05-12 13:00:02,False
TXN00001795,PAY001025,2945.0,benefit,Alberta,2024-05-12 13:43:07,False
TXN00001796,PAY001175,1587.99,benefit,Ontario,2024-05-12 15:33:32,False
TXN00001797,PAY000953,338.54,credit,Prairies,2024-05-12 16:07:29,False
TXN00001798,PAY000789,2519.25,benefit,Quebec,2024-05-12 18:16:27,False
TXN00001799,PAY001128,793.8,refund,Ontario,2024-05-12 18:52:21,False
TXN00001800,PAY001436,1469.8,credit,Ontario,2024-05-12 20:32:33,False
TXN00001801,PAY000502,314.61,benefit,Ontario,2024-05-13 01:09:18,False
TXN00001802,PAY000941,736.11,credit,Alberta,2024-05-13 06:50:26,False
TXN00001803,PAY001112,1130.7,refund,Atlantic,2024-05-13 10:25:59,False
TXN00001804,PAY000112,1394.89,refund,Ontario,2024-05-13 10:40:34,False
TXN00001805,PAY000991,743.19,benefit,Alberta,2024-05-13 12:46:28,False
TXN00001806,PAY000926,2775.89,credit,Ontario,2024-05-13 12:54:55,False
TXN00001807,PAY001759,2430.32,benefit,Ontario,2024-05-13 13:33:53,False
